Date of Visit,Transect Number,"Point Count/Quadrat # (0, 10, 20 m)",Location Name,Fire Name,Year of Fire,Bin Category,Tree Abundance,Tree Diversity,# of Burnt Trees/Shrubs,Shrub Abundance,Shrub Diversity,Herb/Flower Abundance,Herb/Flower Diversity,Total Diversity,Total Healthy,Total Abundance,Quadrat Cell,Dominant Functional Species,Dominant Functional Type,Weather,Temperature (°F),Temperature (°C),Air Quality Index,Humidity (%),Soil,Elevation (m),Coords.,Dir. of Transect (RNG),Slope Dir.,Bird Point-Count Transect,Time Start,Time End,Observed Species,Total Individuals,Total Species
2025-04-24,1,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,9,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",354.0,"N 34""05.419' W 118""34.742'",34,SE,1,07:24:00,07:34:00,"CASJ, HOFI, WREN, Passerine sp. (4), CAQU, SOSP, BHGR, Hummingbird sp., CASJ, CORA, LEGO",14,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,Jersey Cudweed,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,Clustered Tarweed,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,Clustered Tarweed,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,Maltese Star Thistle,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,Minirature Suncup,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,Smooth Cat's Ear,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,Clustered Tarweed,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",289.0,"N 34""05.293' W118""34.641'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,1,Maltese Star Thistle,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,2,Scorpion Weed,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,3,Racemed Fiesta Flower,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,4,Maltese Star Thistle,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,5,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,6,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,7,Maltese Star Thistle,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,8,Maltese Star Thistle,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,10,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,1.0,1.0,0.0,15.0,3.0,0.0,0.0,4,16,16,9,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",294.0,"N 34""05.297' W118""34.638'",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.627",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,2,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.628",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,3,California Cottonrose,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.629",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,4,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.630",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,5,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.631",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,6,California Cottonrose,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.632",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,7,,,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.633",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,8,California Cottonrose,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.634",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,2,20,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,9,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",297.0,"N 34""05.301' W118""34.635",38,SE,2,08:42:00,08:52:00,"WREN, BHGR, CORA, SPTO, MODO (2), CAQU (2), CASJ, LEGO, WTSW (25), AMCR, Buteo sp.",36,11
2025-04-24,3,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,2,2,1,Lupine,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",363.0,"N 34""05.431' W118""34.742'",209,SE,3,10:38:00,10:48:00,"WREN (3), CORA, HOWR, CATO (2), CASJ, BHGR, LEGO, WTSW (2).",12,8
2025-04-24,3,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,2,2,2,Lupine,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",363.0,"N 34""05.431' W118""34.742'",209,SE,3,10:38:00,10:48:00,"WREN (3), CORA, HOWR, CATO (2), CASJ, BHGR, LEGO, WTSW (2).",12,8
2025-04-24,3,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,2,2,3,Lupine,HF,Cloudy,52.0,11.11,46,87.0,"Dry, compact",363.0,"N 34""05.431' W118""34.742'",209,SE,3,10:38:00,10:48:00,"WREN (3), CORA, HOWR, CATO (2), CASJ, BHGR, LEGO, WTSW (2).",12,8
2025-04-24,3,0,Santa Ynez Canyon Trail,Palisades Fire,2021.0,2025-02-05 00:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1,2,2,4,Red Brome,GR,Cloudy,52.0,11.11,46,87.0,"Dry, compact",363.0,"N 34""05.431' W118""34.742'",209,SE,3,10:38:00,10:48:00,"WREN (3), CORA, HOWR, CATO (2), CASJ, BHGR, LEGO, WTSW (2).",12,8
